method,src_events,transferred,gt_events,source,target,gui_mapper,correct,incorrect,missed,nonExist,num_correct,num_incorrect,num_missed,num_nonExist,accuracy_precision,accuracy_recall,accuracy,distance
<buzzfeed.RepresentativeTests: void testRemoveBookmark()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText', 'id@com.buzzfeed.android:id/loginButton', 'id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/post_card_text', 'id@com.buzzfeed.android:id/menu_bookmark', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'id@com.buzzfeed.android:id/design_menu_item_text', 'id@com.buzzfeed.android:id/post_card_text', 'id@com.buzzfeed.android:id/menu_bookmark']","[{}, {}, {}, {}, {}, {}, {}, {""id"": ""com.cnn.mobile.android.phone:id/item_live_tv"", ""class"": ""android.widget.TextView"", ""bounds"": ""[98,408][221,455]""}, {""id"": ""com.cnn.mobile.android.phone:id/toolbar_save"", ""class"": ""android.widget.Button"", ""bounds"": ""[984,104][1058,178]""}, {}, {}, {}, {""id"": ""com.cnn.mobile.android.phone:id/item_live_tv"", ""class"": ""android.widget.TextView"", ""bounds"": ""[98,408][221,455]""}, {""id"": ""com.cnn.mobile.android.phone:id/toolbar_save"", ""class"": ""android.widget.Button"", ""bounds"": ""[984,104][1058,178]""}]","['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]', 'id@com.cnn.mobile.android.phone:id/toolbar_save', 'id@com.cnn.mobile.android.phone:id/toolbar_back_button_container', 'id@com.cnn.mobile.android.phone:id/saved_story_item_menu', 'id@com.cnn.mobile.android.phone:id/deleteButton']",buzzfeed,cnn,atm,"['id@com.buzzfeed.android:id/menu_bookmark', 'id@com.buzzfeed.android:id/menu_bookmark']","['id@com.buzzfeed.android:id/post_card_text', 'id@com.buzzfeed.android:id/post_card_text']","['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'id@com.buzzfeed.android:id/design_menu_item_text']","['id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText', 'id@com.buzzfeed.android:id/loginButton']",2,2,6,4,0.5,0.25,0.42857142857142855,8.0
<buzzfeed.RepresentativeTests: void testAccount()>,['id@com.buzzfeed.android:id/menu_user_profile_root'],[{}],"['id@com.cnn.mobile.android.phone:id/settings_item_menu', 'id@com.cnn.mobile.android.phone:id/tv_tv_login']",buzzfeed,cnn,atm,[],[],['id@com.buzzfeed.android:id/menu_user_profile_root'],[],0,0,1,0,NA,0.0,0.0,2.0
<buzzfeed.RepresentativeTests: void testCategory()>,"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout[5]', 'id@com.buzzfeed.android:id/explore_item_title']","[{}, {""id"": """", ""class"": ""androidx.appcompat.app.a$c"", ""bounds"": ""[914,212][1080,338]""}]","['xpath@//androidx.appcompat.app.a.c[@content-desc=""World""]']",buzzfeed,cnn,atm,['id@com.buzzfeed.android:id/explore_item_title'],[],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout[5]'],[],1,0,1,0,1.0,0.5,0.5,1.0
<buzzfeed.RepresentativeTests: void testContact()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']","[{}, {}, {}]","['id@com.cnn.mobile.android.phone:id/settings_item_menu', 'id@com.cnn.mobile.android.phone:id/tv_feedback_link']",buzzfeed,cnn,atm,[],[],"['id@com.buzzfeed.android:id/menu_user_profile_root', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']",['id@com.buzzfeed.android:id/settings_button'],0,0,2,1,NA,0.0,0.3333333333333333,2.0
<buzzfeed.RepresentativeTests: void testMenu()>,['id@com.buzzfeed.android:id/icon'],"[{""id"": ""com.cnn.mobile.android.phone:id/icon"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[103,2109][166,2144]""}]",['id@com.cnn.mobile.android.phone:id/settings_item_menu'],buzzfeed,cnn,atm,[],['id@com.buzzfeed.android:id/icon'],[],[],0,1,0,0,0.0,NA,0.0,1.0
<buzzfeed.RepresentativeTests: void testTerms()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']","[{}, {}, {}]","['id@com.cnn.mobile.android.phone:id/settings_item_menu', 'id@com.cnn.mobile.android.phone:id/tv_terms_conditions']",buzzfeed,cnn,atm,[],[],"['id@com.buzzfeed.android:id/menu_user_profile_root', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']",['id@com.buzzfeed.android:id/settings_button'],0,0,2,1,NA,0.0,0.3333333333333333,2.0
<buzzfeed.RepresentativeTests: void testSignIn()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText', 'id@com.buzzfeed.android:id/loginButton']","[{}, {""id"": ""com.guardian:id/actionbar_item_text_center"", ""class"": ""android.widget.TextView"", ""bounds"": ""[137,81][1059,239]""}, {""id"": ""com.guardian:id/email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[42,534][1038,676]""}, {""id"": ""com.guardian:id/password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[42,687][1038,829]""}, {""id"": ""com.guardian:id/actionbar_item_text_center"", ""class"": ""android.widget.TextView"", ""bounds"": ""[137,81][1059,239]""}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[2]', 'id@com.guardian:id/email', 'id@com.guardian:id/password', 'id@com.guardian:id/sign_in_button']",buzzfeed,theguardian,atm,"['id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText']","['id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/loginButton']",['id@com.buzzfeed.android:id/menu_user_profile_root'],[],2,2,1,0,0.5,0.6666666666666666,0.4,4.0
<buzzfeed.RepresentativeTests: void testSignUp()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/emailSignUpButton', 'id@email', 'id@pass', 'id@re_enter_pass', 'id@username', 'id@signup']","[{}, {}, {}, {}, {}, {}, {}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[2]', 'id@com.guardian:id/bottom_bar', 'id@com.guardian:id/register_email', 'id@com.guardian:id/register_password', 'id@com.guardian:id/register_first_name', 'id@com.guardian:id/register_last_name', 'id@com.guardian:id/register_username', 'id@com.guardian:id/register_button']",buzzfeed,theguardian,atm,[],[],"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/emailSignUpButton', 'id@email', 'id@pass', 'id@username', 'id@signup']",['id@re_enter_pass'],0,0,6,1,NA,0.0,0.14285714285714285,10.0
<buzzfeed.RepresentativeTests: void testSearch()>,"['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar']","[{""id"": ""com.guardian:id/search_header_divider"", ""class"": ""android.view.View"", ""bounds"": ""[42,1387][1038,1390]""}, {}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/clSearchBox', 'id@com.guardian:id/etInput', 'id@com.guardian:id/search_footer_text_view']",buzzfeed,theguardian,atm,[],['id@com.buzzfeed.android:id/menu_search'],['id@com.buzzfeed.android:id/search_bar'],[],0,1,1,0,0.0,0.0,0.0,4.0
<buzzfeed.RepresentativeTests: void testDetail()>,"['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/post_card_text']","[{""id"": ""com.guardian:id/search_header_divider"", ""class"": ""android.view.View"", ""bounds"": ""[42,1387][1038,1390]""}, {}, {""id"": ""com.guardian:id/article_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[121,2084][1059,2144]""}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/clSearchBox', 'id@com.guardian:id/etInput', 'id@com.guardian:id/search_footer_text_view', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]']",buzzfeed,theguardian,atm,[],"['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/post_card_text']",['id@com.buzzfeed.android:id/search_bar'],[],0,2,1,0,0.0,0.0,0.0,5.0
<buzzfeed.RepresentativeTests: void testAddBookmark()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText', 'id@com.buzzfeed.android:id/loginButton', 'id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/post_card_text', 'id@com.buzzfeed.android:id/menu_bookmark']","[{}, {""id"": ""com.guardian:id/actionbar_item_text_center"", ""class"": ""android.widget.TextView"", ""bounds"": ""[137,81][1059,239]""}, {""id"": ""com.guardian:id/email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[42,534][1038,676]""}, {""id"": ""com.guardian:id/password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[42,687][1038,829]""}, {""id"": ""com.guardian:id/actionbar_item_text_center"", ""class"": ""android.widget.TextView"", ""bounds"": ""[137,81][1059,239]""}, {""id"": ""com.guardian:id/search_header_divider"", ""class"": ""android.view.View"", ""bounds"": ""[42,1387][1038,1390]""}, {}, {""id"": ""com.guardian:id/article_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[121,2084][1059,2144]""}, {}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[2]', 'id@com.guardian:id/email', 'id@com.guardian:id/password', 'id@com.guardian:id/sign_in_button', 'id@com.guardian:id/iivBackButton', 'id@com.guardian:id/fabHome', 'id@com.guardian:id/clSearchBox', 'id@com.guardian:id/etInput', 'id@com.guardian:id/search_footer_text_view', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]', 'id@com.guardian:id/bSavePage']",buzzfeed,theguardian,atm,"['id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText']","['id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/loginButton', 'id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/post_card_text']","['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/menu_bookmark']",[],2,4,3,0,0.3333333333333333,0.4,0.2222222222222222,11.0
<buzzfeed.RepresentativeTests: void testRemoveBookmark()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText', 'id@com.buzzfeed.android:id/loginButton', 'id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/post_card_text', 'id@com.buzzfeed.android:id/menu_bookmark', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'id@com.buzzfeed.android:id/design_menu_item_text', 'id@com.buzzfeed.android:id/post_card_text', 'id@com.buzzfeed.android:id/menu_bookmark']","[{}, {""id"": ""com.guardian:id/actionbar_item_text_center"", ""class"": ""android.widget.TextView"", ""bounds"": ""[137,81][1059,239]""}, {""id"": ""com.guardian:id/email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[42,534][1038,676]""}, {""id"": ""com.guardian:id/password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[42,687][1038,829]""}, {""id"": ""com.guardian:id/actionbar_item_text_center"", ""class"": ""android.widget.TextView"", ""bounds"": ""[137,81][1059,239]""}, {""id"": ""com.guardian:id/search_header_divider"", ""class"": ""android.view.View"", ""bounds"": ""[42,1387][1038,1390]""}, {}, {""id"": ""com.guardian:id/article_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[121,2084][1059,2144]""}, {}, {""id"": ""com.guardian:id/actionbar_home_button"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[21,112][126,217]""}, {""id"": ""com.guardian:id/actionbar_home_button"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[21,112][126,217]""}, {}, {""id"": ""com.guardian:id/article_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[121,2084][1059,2144]""}, {}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[2]', 'id@com.guardian:id/email', 'id@com.guardian:id/password', 'id@com.guardian:id/sign_in_button', 'id@com.guardian:id/iivBackButton', 'id@com.guardian:id/fabHome', 'id@com.guardian:id/clSearchBox', 'id@com.guardian:id/etInput', 'id@com.guardian:id/search_footer_text_view', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]', 'id@com.guardian:id/bSavePage', 'id@com.guardian:id/bBack', 'id@com.guardian:id/actionbar_home_button', 'id@com.guardian:id/ivBackButton', 'id@com.guardian:id/fabHome', 'id@com.guardian:id/show_more', 'id@com.guardian:id/sfl_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/androidx.viewpager.widget.ViewPager/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout', 'id@com.guardian:id/bSavePage']",buzzfeed,theguardian,atm,"['id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]']","['id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/loginButton', 'id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/post_card_text', 'id@com.buzzfeed.android:id/post_card_text']","['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/menu_bookmark', 'id@com.buzzfeed.android:id/design_menu_item_text', 'id@com.buzzfeed.android:id/menu_bookmark']",[],4,5,5,0,0.4444444444444444,0.4444444444444444,0.2857142857142857,18.0
<buzzfeed.RepresentativeTests: void testAccount()>,['id@com.buzzfeed.android:id/menu_user_profile_root'],[{}],"['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_profile_button']",buzzfeed,theguardian,atm,[],[],['id@com.buzzfeed.android:id/menu_user_profile_root'],[],0,0,1,0,NA,0.0,0.0,2.0
<buzzfeed.RepresentativeTests: void testCategory()>,"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout[5]', 'id@com.buzzfeed.android:id/explore_item_title']","[{}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[755,228][984,282]""}]","['id@com.guardian:id/fabHome', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout[2]/android.widget.RelativeLayout/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[2]']",buzzfeed,theguardian,atm,[],['id@com.buzzfeed.android:id/explore_item_title'],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout[5]'],[],0,1,1,0,0.0,0.0,0.0,2.0
<buzzfeed.RepresentativeTests: void testContact()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']","[{}, {}, {}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[8]']",buzzfeed,theguardian,atm,[],[],"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']",[],0,0,3,0,NA,0.0,0.0,3.0
<buzzfeed.RepresentativeTests: void testMenu()>,['id@com.buzzfeed.android:id/icon'],[{}],['id@com.guardian:id/fabHome'],buzzfeed,theguardian,atm,[],[],[],['id@com.buzzfeed.android:id/icon'],0,0,0,1,NA,NA,1.0,1.0
<buzzfeed.RepresentativeTests: void testTerms()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']","[{}, {}, {}]",[],buzzfeed,theguardian,atm,[],[],"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']",[],0,0,3,0,NA,0.0,0.0,1.0
<buzzfeed.RepresentativeTests: void testSignIn()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText', 'id@com.buzzfeed.android:id/loginButton']","[{}, {}, {}, {}, {}]",[],buzzfeed,abc,atm,[],[],[],"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText', 'id@com.buzzfeed.android:id/loginButton']",0,0,0,5,NA,NA,1.0,2.0
<buzzfeed.RepresentativeTests: void testSignUp()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/emailSignUpButton', 'id@email', 'id@pass', 'id@re_enter_pass', 'id@username', 'id@signup']","[{}, {}, {}, {}, {}, {}, {}]",[],buzzfeed,abc,atm,[],[],[],"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/emailSignUpButton', 'id@email', 'id@pass', 'id@re_enter_pass', 'id@username', 'id@signup']",0,0,0,7,NA,NA,1.0,3.0
<buzzfeed.RepresentativeTests: void testSearch()>,"['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar']","[{""id"": ""com.abc.abcnews:id/drawer_search"", ""class"": ""android.widget.EditText"", ""bounds"": ""[158,123][806,249]""}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'id@com.abc.abcnews:id/drawer_search']",buzzfeed,abc,atm,[],['id@com.buzzfeed.android:id/menu_search'],['id@com.buzzfeed.android:id/search_bar'],[],0,1,1,0,0.0,0.0,0.0,1.0
<buzzfeed.RepresentativeTests: void testDetail()>,"['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/post_card_text']","[{""id"": ""com.abc.abcnews:id/drawer_search"", ""class"": ""android.widget.EditText"", ""bounds"": ""[158,123][806,249]""}, {}, {""id"": ""com.abc.abcnews:id/title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[35,756][1371,815]""}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'id@com.abc.abcnews:id/drawer_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]']",buzzfeed,abc,atm,[],"['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/post_card_text']",['id@com.buzzfeed.android:id/search_bar'],[],0,2,1,0,0.0,0.0,0.0,2.0
<buzzfeed.RepresentativeTests: void testAddBookmark()>,"['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText', 'id@com.buzzfeed.android:id/loginButton', 'id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/post_card_text', 'id@com.buzzfeed.android:id/menu_bookmark']","[{}, {}, {}, {}, {}, {""id"": ""com.abc.abcnews:id/drawer_search"", ""class"": ""android.widget.EditText"", ""bounds"": ""[158,123][806,249]""}, {}, {""id"": ""com.abc.abcnews:id/title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[35,756][1371,815]""}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'id@com.abc.abcnews:id/drawer_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]', 'id@com.abc.abcnews:id/menu_save_button']",buzzfeed,abc,atm,[],"['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/post_card_text']","['id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/menu_bookmark']","['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/signin', 'id@com.buzzfeed.android:id/usernameEditText', 'id@com.buzzfeed.android:id/passwordEditText', 'id@com.buzzfeed.android:id/loginButton']",0,2,2,5,0.0,0.0,0.5555555555555556,4.0
